male,female,_original_label,test,pred_male_kldm,pred_female_kldm
"দাদা শেষে কিনা বুড়ির কাছে ধরা দিলে, ?জলের বোতল ছিলো একটা মেয়ের হাতে মালটা দারুন ","বৌদি শেষে কিনা বুড়ার কাছে ধরা দিলে ,  ?জলের বোতল ছিলো একটা ছেলের হাতে মালটা দারুন",1,1,1,1
"দাদা শেষে কিনা বুড়ির কাছে ধরা দিলে, ?জলের বোতল ছিলো একটা মেয়ের হাতে মালটা দারুন ","দাদী শেষে কিনা বুড়ার কাছে ধরা দিলে ,  ?জলের বোতল ছিলো একটা ছেলের হাতে মালটা দারুন",1,1,1,1
"দাদা শেষে কিনা বুড়ির কাছে ধরা দিলে, ?জলের বোতল ছিলো একটা মেয়ের হাতে মালটা দারুন ","দিদি শেষে কিনা বুড়ার কাছে ধরা দিলে ,  ?জলের বোতল ছিলো একটা ছেলের হাতে মালটা দারুন",1,1,1,1
মেয়ের জিম্মাদারি তাদের উপর ছেড়ে দিন । ইনশাআল্লাহ বিয়ের আগেই নাতি মানুষ হয়ে যাবেন ।,মেয়ের জিম্মাদারি তাদের উপর ছেড়ে দিন  ।  ইনশাআল্লাহ বিয়ের আগেই নাতনি মানুষ হয়ে যাবেন  ।,1,1,1,1
তোর বাপের হেডা মাইগ্যার মাইয়া,তোর মার হেডা মাগির পোলা            ,1,1,1,1
শ্রেষ্ঠ গর্দভ,শ্রেষ্ঠা গর্দভী,1,1,1,1
অন্ন কেহু না সব রেন্ডিয়ার দাদা বাবুরা। চিন্তার কারন নাই।,অন্ন কেহু না সব রেন্ডিয়ার বৌদি বাবুরা ।  চিন্তার কারন নাই ।,1,1,1,1
অন্ন কেহু না সব রেন্ডিয়ার দাদা বাবুরা। চিন্তার কারন নাই।,অন্ন কেহু না সব রেন্ডিয়ার দিদি বাবুরা ।  চিন্তার কারন নাই ।,1,1,1,1
ভুস্কি মাইগ্যার মাইয়ারে কেউ গালি দিবেন না প্লিজ ।,ভুস্কি মাগির পোলারে কেউ গালি দিবেন না প্লিজ।                  ,1,1,1,1
"রোজা রাখসি! নাহইলে তোরে কুত্তা,জানোয়ার,শূয়র,গাঞ্জাখোর,বলদ,মগার বাচ্চা,হিজড়ার বাচ্চা,ইয়াবারখোর আবাল বইলা গালি দিতাম শালা","রোজা রাখসি! নাহইলে তোরে কুত্তী , জানোয়ার , শূয়রনী , গাঞ্জাখোর , বলদি , মগার বাচ্চা , হিজড়ার বাচ্চা , ইয়াবারখোর আবালনি বইলা গালি দিতাম শালী",1,1,1,1
আমি ও রানু দিদি কে সাপোর্ট করতাম কিন্তু আজ আমি লজ্জিত আমি ও গান ভীষন ভালোবাসি যে মুখে লতাজী আর  আশাজির গান গাই সেই মুখে এমন কথা মানায় না এটা ওনাদের কে আপমান করা হয়,আমি ও  অর্ক  দাদা কে সাপোর্ট করতাম কিন্তু আজ আমি লজ্জিতা আমি ও গান ভীষন ভালোবাসি যে মুখে লতাজী আর আশাজির গান গাই সেই মুখে এমন কথা মানায় না এটা ওনাদের কে আপমান করা হয়,1,1,1,0
এই লোক কে দেখতেই বদমাইস মনে হয়,এই মহিলা কে দেখতেই বদমাইসনী মনে হয়,1,1,1,1
এটাই হলো বাংলাদেশ পোশা কুকুর রাজাকার থাকবে ভাইরে,এটাই হলো বাংলাদেশ পোশা কুকুরী রাজাকার থাকবে ভাবীরে,1,1,1,1
যে শালা মালাউন বলেছে ও বোনেরে চুদি তোমাদের মুখে দারি মাথায় ঠুপি রেখে ভন্ডামী কর তোমরা জংগী?,যে শালী মালাউন বলেছে ও ভাইয়েরে চুদি তোমাদের মুখে দারি মাথায় ঠুপি রেখে ভন্ডামী কর তোমরা জংগী?,1,1,1,1
সাবেক নেতার চার আঙুল কেটে নিল ছাত্রলীগ নেতা,সাবেক নেত্রীর চার আঙুল কেটে নিল ছাত্রলীগ নেত্রী,1,1,1,1
আল্লাহ্ ভারত কে একটা ভালো মত শিক্ষা দাও আর কর আমিন ভাই ।,আল্লাহ্ ভারত কে একটা ভালো মত শিক্ষা দাও আর কর আমিন বোন  ।,1,1,1,1
চীনারা সব চুদবে এসে কাংলুদের বাপ ভাই আছে যতো  ।,চীনারা সব চুদবে এসে কাংলুদের মা বোন আছে যতো ।,1,1,1,1
"মহিলা বেঈমানদের কে রাণুমন্ডল নামে গালি প্রচলন করা হোক, যেমনটা বিশ্বাস ঘাতক দের কে মীরজাফর বলা হয় ","লোক বেঈমানদের কে রাণুমন্ডল নামে গালি প্রচলন করা হোক ,  যেমনটা বিশ্বাস ঘাতক দের কে মীরজাফর বলা হয়",1,1,1,1
মাইগ্যা গুলা যে হইছে তা আমি চিন্তা করে পাইনা,মাগি গুলা যে হইছে তা আমি চিন্তা করে পাইনা,1,1,1,1
"এই পৃথীবি তোমার আমার, বুড়ো লোক বলছে , আর আমরা গাঁড় মারাতে আসছি ","এই পৃথীবি তোমার আমার ,  বুড়ি মহিলা বলছে  ,  আর আমরা গাঁড় মারাতে আসছি",1,1,1,1
এবার বুজে নিন এই মাইগ্যা কেন মাদ্রাসার বিপক্ষে,এবার বুজে নিন এই মাগি কেন মাদ্রাসার বিপক্ষে,1,1,1,1
এইডা কি হল?? আমি তো ভাবলাম ফাসি হবে। বেচারা,এইডা কি হল?? আমি তো ভাবলাম ফাসি হবে ।  বেচারি,1,1,1,1
পাগল বালের দল,পাগলিনী বালের দল,1,1,1,1
সাকিব হলো আই পি এলের খেলোয়াড় টাকা যেখানে সাকিব সেখানে শালা ভারতের দালাল,সাকিব হলো আই পি এলের খেলোয়াড় টাকা যেখানে সাকিব সেখানে শালী ভারতের দালাল,1,1,1,1
ভারত অন্য দেশের সংখ্যালঘু বা বিপদগ্রস্থ হিন্দুদের সার্বিক সহায়তা করতে সর্বদা প্রস্তুত ৷ হিন্দুদের অবস্থান যদি এমনটা হয়ে থাকে তাহলে বর্তমানে যে রোহিঙ্গাদের পিঠ দেয়ালে ঠেকে গিয়েছে এমন মুসলিম ভাইয়ের এমন বিপদের সময় আমরা মুসলিম হিসাবে তাদের জন্য সার্বিক সাহায্যর হাত বাড়িয়ে দেয়া উচিত কি না তার বিচার আপনার বিবেকের আদালতের উপর ছেড়ে দিলাম ৷,ভারত অন্য দেশের সংখ্যালঘু বা বিপদগ্রস্থ হিন্দুদের সার্বিক সহায়তা করতে সর্বদা প্রস্তুত ৷ হিন্দুদের অবস্থান যদি এমনটা হয়ে থাকে তাহলে বর্তমানে যে রোহিঙ্গাদের পিঠ দেয়ালে ঠেকে গিয়েছে এমন মুসলিম বোনের এমন বিপদের সময় আমরা মুসলিম হিসাবে তাদের জন্য সার্বিক সাহায্যর হাত বাড়িয়ে দেয়া উচিত কি না তার বিচার আপনার বিবেকের আদালতের উপর ছেড়ে দিলাম ৷,1,1,1,1
ভারতে হাতি বাংলাদেশে আসলে জামাই আদর করে আর মিয়ানমারে রোহিংগা আসলে যত সমস্যা,ভারতে হাতি বাংলাদেশে আসলে বউ আদর করে আর মিয়ানমারে রোহিংগা আসলে যত সমস্যা,1,1,1,1
দাদা আপনি একদম ঠিক বলেছেন যে যেখানকার জিনিস তাকে সেখানে রাখাই ভালো,দিদি আপনি একদম ঠিক বলেছেন যে যেখানকার জিনিস তাকে সেখানে রাখাই ভালো,1,1,1,1
"তবে আর যাই বোল তোদের নিরামিষ খাওয়া মা বোন গুলা সেই,আর তোদের হট সেক্সি দেবি গুলা আহহ সেই সেক্সি যেভাবে সাজিয়ে গুজিয়ে  রাখিস সেই হট লাগেরে,ইচ্ছে করে আমার ১০ ইঞ্চি শিবলিঙ্গটা ঢুকিয়ে দেই।","তবে আর যাই বোল তোদের নিরামিষ খাওয়া বাপ ভাই গুলা সেই , আর তোদের হট সেক্সি দেব গুলা আহহ সেই সেক্সি যেভাবে সাজিয়ে গুজিয়ে রাখিস সেই হট লাগেরে , ইচ্ছে করে আমার ১০ ইঞ্চি  শিব লিঙ্গটা ঢুকিয়ে দেই । ",1,1,1,1
"তবে আর যাই বোল তোদের নিরামিষ খাওয়া মা বোন গুলা সেই,আর তোদের হট সেক্সি দেবি গুলা আহহ সেই সেক্সি যেভাবে সাজিয়ে গুজিয়ে  রাখিস সেই হট লাগেরে,ইচ্ছে করে আমার ১০ ইঞ্চি শিবলিঙ্গটা ঢুকিয়ে দেই।","তবে আর যাই বোল তোদের নিরামিষ খাওয়া বাবা ভাইয়া গুলা সেই , আর তোদের হট সেক্সি দেবতা গুলা আহহ সেই সেক্সি যেভাবে সাজিয়ে গুজিয়ে রাখিস সেই হট লাগেরে , ইচ্ছে করে আমার ১০ ইঞ্চি  শিব লিঙ্গটা ঢুকিয়ে দেই । ",1,1,1,1
সালা মালাউন শেষ করে ফেলুক কাশ্মীরে অনেক মুসলিমদের হত্যা করেছে পাকিস্তান জিন্দাবাদ,সালী মালাউন শেষ করে ফেলুক কাশ্মীরে অনেক মুসলিমদের হত্যা করেছে পাকিস্তান জিন্দাবাদ,1,1,1,1
"দেশে আরেক নতুন চোর বাবার আবির্ভাব হয়েছে, ওনার নাম গম বাবা ","দেশে আরেক নতুন চুন্নি মার আবির্ভাব হয়েছে ,  ওনার নাম গম মা",1,1,1,1
"ওর ভিতরে খোজ নেন, আরো নেতা খুইজা পাবেন","ওর ভিতরে খোজ নেন ,  আরো নেত্রী খুইজা পাবেন",1,1,1,1
সে এক জন মিথ্যাবাদী এবং দেশ দ্রহী,সে এক জন মিথ্যাবাদিনী এবং দেশ দ্রহী,1,1,1,1
চুদমারানি চুদির ভাই চুইদা কস চুদিনাই,চুদমারানি চুদির আফা চুইদা কস চুদিনাই,1,1,1,1
চুদমারানি চুদির ভাই চুইদা কস চুদিনাই,চুদমারানি চুদির বোন চুইদা কস চুদিনাই,1,1,1,1
হে মানব প্রেমী শ্রদ্ধীয় প্রধান মন্ত্রী ভারতে ট্রেন দূর্ঘটনায় মানুষ মারা গেলে আপনার মন কাদে শোক প্রকাশ করেন আর মায়ানমারে আমার ধর্মীওদের যখন পশুর মত হত্যা করা হচ্ছে সেখানে আপনার মানবতা ঘুমিয়ে থাকে না? মনকে সান্তনা দিতে পারতাম যদি এক দিন রোহিঙ্গাদের কথা মুখে আনতেন। ধিক্কার জানাই আপনার মানবতার,হে মানবী প্রেমী শ্রদ্ধীয় প্রধান মন্ত্রী ভারতে ট্রেন দূর্ঘটনায় মানুষ মারা গেলে আপনার মন কাদে শোক প্রকাশ করেন আর মায়ানমারে আমার ধর্মীওদের যখন পশুর মত হত্যা করা হচ্ছে সেখানে আপনার মানবতা ঘুমিয়ে থাকে না? মনকে সান্তনা দিতে পারতাম যদি এক দিন রোহিঙ্গাদের কথা মুখে আনতেন ।  ধিক্কার জানাই আপনার মানবতার,1,1,1,1
মেয়ের বয়স মাএ ১৫ বছরএর মধ্যেই যৌবনের জ্বালা ধরে গেল,ছেলের বয়স মাএ ১৫ বছরএর মধ্যেই যৌবনের জ্বালা ধরে গেল,1,1,0,0
"পৃথিবীর সব থেকে বিষাক্ত সাপ  (দোন) , ধরে ফেলেছে বনদপ্তর ","পৃথিবীর সব থেকে বিষাক্ত সাপিনী (দোন)  ,  ধরে ফেলেছে বনদপ্তর",1,1,1,1
দেখেন ভাই ইনু একটা কুকুরের মতও ওকে গালি দিলে কিচু হবেনা কারন সে মালিকের কথা মতও কাজ করে তা নাহলে মুজিবের খুনি হিসাবে শালার ফাসি হয়ে যাবে।,দেখেন আফা  রাইসা  একটা কুকুরের মতও ওকে গালি দিলে কিচু হবেনা কারন সে মালকিনের কথা মতও কাজ করে তা নাহলে মুজিবের খুনি হিসাবে শালীর ফাসি হয়ে যাবে ।,1,1,1,1
যখন তোমার থেকে বফ না তাকাই কুকুর দিয়ে কাজ চালাও,যখন তোমার থেকে গফ না তাকাই কুকুরী দিয়ে কাজ চালাও,1,1,1,1
হেলো আঙ্কেল আপনার ছেলে চুরির টাকা দান করে কুল হইতে চায়,হেলো আন্টি আপনার মেয়ে চুরির টাকা দান করে কুল হইতে চায়,1,1,1,0
এই লোক গুলো এমন ভাবে লেখেছে যেন মনেহচ্ছে মায়ের পেটের বোন এটা মানুষ একটা বাজে ধারনা দেওয়া মতো হেডলাইন বুঝলেন ভাই,এই নারী গুলো এমন ভাবে লেখেছে যেন মনেহচ্ছে মার পেটের ভাইয়া এটা মানুষ একটা বাজে ধারনা দেওয়া মতো হেডলাইন বুঝলেন ভাবী,1,1,1,1
দরিদ্র মানুষের উন্নতি আমরা কেউ সহ্য করতেই পারিনা এটাই আমাদের মহৎ গুণ,দরিদ্রা মানুষের উন্নতি আমরা কেউ সহ্য করতেই পারিনা এটাই আমাদের মহৎ গুণ,1,1,1,1
বাংলাদেশের কিছু পাগল ছাগল আলেম  জাকির নায়ককে পছন্দ করেনা,বাংলাদেশের কিছু পাগলিনী ছাগলী আলেম জাকির নায়ককে পছন্দ করেনা,1,1,1,1
বাবা  আসির  মূর্তি যখন বাশ দিয়ে খাড়া করে রাখিস তখন হাসি লাগে,মা দূর্গার মূর্তি যখন বাশ দিয়ে খাড়া করে রাখিস তখন হাসি লাগে,1,1,1,1
"তোদের কেন বাপ হিজলা বলে বেটা, দেশে আসতে সাহস লাগে","তোদের কেন মা হিজলা বলে বেটা ,  দেশে আসতে সাহস লাগে",1,1,1,1
রানু মন্ডল একটা অকৃতজ্ঞ বেইমান ছি ছি এত বাজে বাজে কথা বলো কি ভাবে দাদা আপনি একদম ঠিক কথা বলেছেন রানু মন্ডল এখন খুব উপরে উঠেছে বলে ওর বুদ্ধি লোপ পেয়েছে ও যেখানে ছিল সেখানে নামিয়ে দেওয়ায় ভালো,রানু মন্ডল একটা অকৃতজ্ঞ বেইমান ছি ছি এত বাজে বাজে কথা বলো কি ভাবে বৌদি আপনি একদম ঠিক কথা বলেছেন রানু মন্ডল এখন খুব উপরে উঠেছে বলে ওর বুদ্ধি লোপ পেয়েছে ও যেখানে ছিল সেখানে নামিয়ে দেওয়ায় ভালো,1,1,1,1
আজ আমার ভুল ভাঙলো রানু ভিখারি মুখ দেখা ও পাপওর গালাগালি দিলে ও রাগ মিটবে নারাস্তার কুকুর রাস্তায় ভালো শোভা পায়,আজ আমার ভুল ভাঙলো  সাদিয়া  ভিখারিনী মুখ দেখা ও পাপওর গালাগালি দিলে ও রাগ মিটবে নারাস্তার কুকুরী রাস্তায় ভালো শোভা পায়,1,1,1,0
বাংলাদেশের মানুষকে ভারত গরু মনে করে তাই গুলি করলে কষ্ট লাগেনা।আর দুঃখজনক হলেও সত্যি বাংলাদেশর কিছু মামুষ ভারত কে দেবতা মনে করে। আমরা হলাম হতভাগ জাতি,বাংলাদেশের মানুষকে ভারত গরু মনে করে তাই গুলি করলে কষ্ট লাগেনা । আর দুঃখজনক হলেও সত্যি বাংলাদেশর কিছু মামুষ ভারত কে দেবী মনে করে ।  আমরা হলাম হতভাগ জাতি,1,1,1,1
বাবুল আখতার পরকিয়া চলিত বাংলা ছায়াছবি স্বামী কেন আসামী,বাবুল আখতার পরকিয়া চলিত বাংলা ছায়াছবি স্ত্রী কেন আসামী,1,1,0,1
ভাই হাগা আটকে রেখে কেন ছবি তুলতেই হবে? মুখের এক্সপ্রেশন দেখে মনে হচ্ছে পাছার রিং পর্যন্ত হাগা এসে আটকে আছে!,বোন হাগা আটকে রেখে কেন ছবি তুলতেই হবে? মুখের এক্সপ্রেশন দেখে মনে হচ্ছে পাছার রিং পর্যন্ত হাগা এসে আটকে আছে!,1,1,1,1
"যতদিন ওদের ঘরে ছেলেদের টেনে এনে ধর্ষন না করা হবে ,  তত দিন ওরা শায়েস্তা হবেনা","যতদিন ওদের ঘরে মেয়েদের টেনে এনে ধর্ষন না করা হবে,  তত দিন ওরা শায়েস্তা হবেনা ",1,1,1,1
ভাই আপনার খামারের লোকজনের আগে বেতন দিন তারপর উপদেশ দিন,বোন আপনার খামারের লোকজনের আগে বেতন দিন তারপর উপদেশ দিন,1,1,1,1
ভাই রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,আফা  ফারহানা  কার সাথে ডিবেট করতে যান একটা পাগলীর সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,1,1,1,1
ভাই রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,বোন  তপতী  কার সাথে ডিবেট করতে যান একটা পাগলিনীর সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,1,1,1,1
ভাই রাহুল কার সাথে ডিবেট করতে যান একটা পাগলের সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,ভাবী  লক্ষী  কার সাথে ডিবেট করতে যান একটা পাগলীর সাথে যে কিনা নিজের ধর্ম সম্পর্কে কোন ধারনা নেই,1,1,1,1
ফলাফল আব্বু কর্তৃক শাহী উত্তম মধ্যমের ব্যবস্থা !,ফলাফল আম্মু কর্তৃক শাহী উত্তম মধ্যমের ব্যবস্থা !,1,1,1,1
খানকির ছেলে আমাদের টাকা কই?,খানকির মেয়ে আমাদের টাকা কই?,1,1,1,1
আমাদের মুসলিমদের মধ্যে কিছু জারজ আছে নামে মুসলিম কাজে মুনাফিক তাদের ঈমানের বিন্দু মাত্রনেই কারন ধর্মে তাদের বাপ দাদার কাছ থেকে পেয়েছে। ইসলাম তাদের ধর্ম কিন্তুকিন্তু ইইসলাম ধর্মের দায়িত্ববোধ কিকি তআ জানা দুরে থাক ইসলাম অর্থ জানে না বড় দুঃখের বিষয় এরা নিজের মুসলিমদের অন্তর্ভুক্ত দাবি করে তদের মুখে আগু দেওয়া ছাড়া কিছু করার নেই।প্রতিবাদ করার ক্ষমতা নেই অন্তত মন থেকে তাদের ঘৃনা কর তা না করে সমালোচনা করে যা প্রমান করে মালাউনদের প্রতি ভালবাসা মুসলিমদের প্রতি নয়।এরা মালাউনদের দের ছেয়ে কম নয় বো,আমাদের মুসলিমদের মধ্যে কিছু জারজ আছে নামে মুসলিম কাজে মুনাফিক তাদের ঈমানের বিন্দু মাত্রনেই কারন ধর্মে তাদের মা নানীর কাছ থেকে পেয়েছে ।  ইসলাম তাদের ধর্ম কিন্তুকিন্তু ইইসলাম ধর্মের দায়িত্ববোধ কিকি তআ জানা দুরে থাক ইসলাম অর্থ জানে না বড় দুঃখের বিষয় এরা নিজের মুসলিমদের অন্তর্ভুক্ত দাবি করে তদের মুখে আগু দেওয়া ছাড়া কিছু করার নেই । প্রতিবাদ করার ক্ষমতা নেই অন্তত মন থেকে তাদের ঘৃনা কর তা না করে সমালোচনা করে যা প্রমান করে মালাউনদের প্রতি ভালবাসা মুসলিমদের প্রতি নয় । এরা মালাউনদের দের ছেয়ে কম নয় বো,1,1,1,1
সালা রেন্ডিয়ানস গো ব্যাক এন্ড ওয়েল উয়র ওন মেশিন। পাকি কা যে মারা দিচ্ছে সেটাই সামলা। দাদগীরি মারান লাগব না।সালারা পেটে ক্রিমি হয় আমার দেশের উন্নয়ের কথা শুনলে?,সালী রেন্ডিয়ানস গো ব্যাক এন্ড ওয়েল উয়র ওন মেশিন ।  পাকি কা যে মারা দিচ্ছে সেটাই সামলা ।  দিদিগীরি মারান লাগব না । সালীরা পেটে ক্রিমি হয় আমার দেশের উন্নয়ের কথা শুনলে?,1,1,1,1
জারজ মালাউনদের বিরুদ্ধে ঐক্যবদ্ধ জিহাদ এখন সময়ের দাবী।রাব্বুল আলামীন ভাইদের শাহাদাত কবুল করুন।,জারজ মালাউনদের বিরুদ্ধে ঐক্যবদ্ধ জিহাদ এখন সময়ের দাবী । রাব্বুল আলামীন বোনদের শাহাদাত কবুল করুন ।,1,1,1,1
রোহিংগার জাত লাথি মারেন তাই না? সালে ভারত যদি আপনার বাপ দাদাকে লাথি মারত তাহলে আজ আপনি এই কমেন্ট টা করতে পারতেন না।বুঝলেন?,রোহিংগার জাত লাথি মারেন তাই না? সালে ভারত যদি আপনার মা নানীকে লাথি মারত তাহলে আজ আপনি এই কমেন্ট টা করতে পারতেন না । বুঝলেন?,1,1,1,1
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির ছেলে এত সা্হস কি করে হয়?,সাদিয়া  বৌদি আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে ।  । খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে ।  । বহু কষটে পাওয়া এ পতাকা ।  । আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না ।  । তোকে পেলে কুত্তার মত মারতাম ।  । খানকির মেয়ে এত সা্হস কি করে হয়?,1,1,1,1
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির ছেলে এত সা্হস কি করে হয়?,আয়েশা  দাদী আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে ।  । খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে ।  । বহু কষটে পাওয়া এ পতাকা ।  । আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না ।  । তোকে পেলে কুত্তার মত মারতাম ।  । খানকির মেয়ে এত সা্হস কি করে হয়?,1,1,1,1
অনিল দাস দাদা আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে।।খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে।।বহু কষটে পাওয়া এ পতাকা।।আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না।।তোকে পেলে কুত্তার মত মারতাম।।খানকির ছেলে এত সা্হস কি করে হয়?,নাহার  দিদি আপনার প্রোফাইল পিক টা দেখে মনে হয় না আপনার ভেতরে সামান্য তম ভদ্রতা আছে ।  । খুব খারাপ লাগছে এ যদি এক টা দেশের প্রতি আপনার দৃষটি ভংগি এমন হয় তাহ লে একটা মানুষ এর প্রতি আপনার কত খানি ভালবাসা আছে ।  । বহু কষটে পাওয়া এ পতাকা ।  । আপনার এ ছবি টা দেখে কি মনে হয় জানেন?পাকিস্তানি জারজ দের সাথে আপনি কম জান না ।  । তোকে পেলে কুত্তার মত মারতাম ।  । খানকির মেয়ে এত সা্হস কি করে হয়?,1,1,1,1
ওরে চুতনার পোলা তোরে পাট খেতে নিয়া যামু,ওরে চুতনার মাইয়া তোরে পাট খেতে নিয়া যামু,1,1,1,1
সাহেদের টাকার কাছে সরকারি মন্ত্রীরা এবং প্রশাসন গোলাম হয়ে গেছিল।,সাহেদের টাকার কাছে সরকারি মন্ত্রীরা এবং প্রশাসন বাঁদি হয়ে গেছিল ।,1,1,1,1
পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ার.?.. এগুলা তোমার ঔখান দি দিব শালা।,পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ারনী . ? .  .  এগুলা তোমার ঔখান দি দিব শালী ।,1,1,1,1
এই সব কথা বলে রেন্ডিয়া র কিছু বলদ আমাদের দেশে পুশ করার পায়তারা করছে,এই সব কথা বলে রেন্ডিয়া র কিছু গাই আমাদের দেশে পুশ করার পায়তারা করছে,1,1,1,1
বিএসএফ হচ্ছে ক্রিমিনাল। চীন-পাকিস্তান সীমান্তে মাইর খায় আর বাংলাদেশের সীমান্তে পাগলা কুকুরের মত গুলি ছুড়ে।,বিএসএফ হচ্ছে ক্রিমিনাল ।  চীন-পাকিস্তান সীমান্তে মাইর খায় আর বাংলাদেশের সীমান্তে পাগলি কুকুরীর মত গুলি ছুড়ে ।,1,1,1,1
শেখ হাসিনা থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি। ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি। আমাদের শেখ হাসিনা গদির লোভে উনার বাবার দেশটাকে ভারতকে উপহার দিচ্ছেন।,শেখ হাসিনা থাকায় বাংলাদেশ পাকিস্তান হয় নি কুন্তু ভারত হবার সামান্য একটু বাকি ।  ইনশা আল্লাহ খুব জলদি আমরা ভারত হতে যাচ্ছি ।  আমাদের শেখ হাসিনা গদির লোভে উনার মায়ের দেশটাকে ভারতকে উপহার দিচ্ছেন ।,1,1,1,1
বিচারক শালার ব্যাটা মনে হয় ইচ্ছে এর বাংলা জানে না ।,বিচারক শালির বেটি মনে হয় ইচ্ছে এর বাংলা জানে না।,1,1,1,1
বাজে মেয়ে হিন্দু বাঙালি ছেলে বিয়ে করেছে,বাজে ছেলে হিন্দু বাঙালি মেয়ে বিয়ে করেছে,1,1,1,1
আমার মনে হয় পেইজের এডমিন ফাজিলের সাপর্ট করে। তাই আর্জেন্টিনাকে অসহায় বলছে। খানকির পোলা অসহায় কইলি কেরে,আমার মনে হয় পেইজের এডমিন ফাজিলের সাপর্ট করে ।  তাই আর্জেন্টিনাকে অসহায়া বলছে ।  খানকির মাইয়্যা অসহায়া কইলি কেরে,1,1,1,1
"রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির , সম্রাট ভাই এর চুলের কাছেও নাই","রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির  ,   আয়েশা  বোন এর চুলের কাছেও নাই",1,1,1,1
"রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির , সম্রাট ভাই এর চুলের কাছেও নাই","রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির  ,   সরস্বতী  ভাবী এর চুলের কাছেও নাই",1,1,1,1
পাগল মহিলা হল রানু মন্ডল আপনি একদম ঠিক বলেছেন ভাই,পাগল পুরুষ হল রানু মন্ডল আপনি একদম ঠিক বলেছেন ভাবী,1,1,1,1
"ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন৷কি কারনে মাসির মেয়েকে বিবাহ করা যাবে না , তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷ ","ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন৷কি কারনে মেসোর ছেলেকে বিবাহ করা যাবে না  ,  তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷",1,1,1,1
ঠিক বদলেছিস ভাই এ-ই সালা কে জুতা মারলে ঠিক হবে,ঠিক বদলেছিস আফা এ-ই সালী কে জুতা মারলে ঠিক হবে,1,1,1,1
