male,female,_original_label,test,gm_male,gm_female,Gender and Name Masked,token_masked_pred
তন্দ্রা দেবী না পারলে আমাকে বলবেন একেবারেই কিস্সা খতম করে সিরিয়াল বন্ধের ব্যবস্থা করব বি দ্র এদের জ্বালায় নিজের ঘর থেকে ডাইনিং এ যেতে পারিনা কারন সেখানে টিভি চলে কখন এমন বোম ফেলবে এরা যে কিডনি অ্যাটাক হয়ে টপকে যাই ।,আতিকুর  দেবতা না পারলে আমাকে বলবেন একেবারেই কিস্সা খতম করে সিরিয়াল বন্ধের ব্যবস্থা করব বি দ্র এদের জ্বালায় নিজের ঘর থেকে ডাইনিং এ যেতে পারিনা কারন সেখানে টিভি চলে কখন এমন বোম ফেলবে এরা যে কিডনি অ্যাটাক হয়ে টপকে যাই  ।,1,1,তন্দ্রা <Gender> না পারলে আমাকে বলবেন একেবারেই কিস্সা খতম করে সিরিয়াল বন্ধের ব্যবস্থা করব বি দ্র এদের জ্বালায় নিজের ঘর থেকে ডাইনিং এ যেতে পারিনা কারন সেখানে টিভি চলে কখন এমন বোম ফেলবে এরা যে কিডনি অ্যাটাক হয়ে টপকে যাই ।,আতিকুর <Gender> না পারলে আমাকে বলবেন একেবারেই কিস্সা খতম করে সিরিয়াল বন্ধের ব্যবস্থা করব বি দ্র এদের জ্বালায় নিজের ঘর থেকে ডাইনিং এ যেতে পারিনা কারন সেখানে টিভি চলে কখন এমন বোম ফেলবে এরা যে কিডনি অ্যাটাক হয়ে টপকে যাই ।,<Name> <Gender> না পারলে আমাকে বলবেন একেবারেই কিস্সা খতম করে সিরিয়াল বন্ধের ব্যবস্থা করব বি দ্র এদের জ্বালায় নিজের ঘর থেকে ডাইনিং এ যেতে পারিনা কারন সেখানে টিভি চলে কখন এমন বোম ফেলবে এরা যে কিডনি অ্যাটাক হয়ে টপকে যাই ।,1
আমার এক বন্ধু তিনজন এস এস সি পরীক্ষার্থীকে পড়াতো । দূর্ভাগ্যবশত তিনজনই পরীক্ষায় ফেল করে । তার উপর তিন জনেরই দুই মাসের করে বেতনের টাকা বকেয়া আছে । এখন আমার বন্ধু কি ওই টাকা আনতে তাদের বাসায় যাবে । ? সাজেশন চাই,আমার এক বান্ধবী তিনজন এস এস সি পরীক্ষার্থীকে পড়াতো  ।  দূর্ভাগ্যবশত তিনজনই পরীক্ষায় ফেল করে  ।  তার উপর তিন জনেরই দুই মাসের করে বেতনের টাকা বকেয়া আছে  ।  এখন আমার বান্ধবী কি ওই টাকা আনতে তাদের বাসায় যাবে  ।  ? সাজেশন চাই,1,1,আমার এক <Gender> তিনজন এস এস সি পরীক্ষার্থীকে পড়াতো । দূর্ভাগ্যবশত তিনজনই পরীক্ষায় ফেল করে । তার উপর তিন জনেরই দুই মাসের করে বেতনের টাকা বকেয়া আছে । এখন আমার <Gender> কি ওই টাকা আনতে তাদের বাসায় যাবে । ? সাজেশন চাই,আমার এক <Gender> তিনজন এস এস সি পরীক্ষার্থীকে পড়াতো । দূর্ভাগ্যবশত তিনজনই পরীক্ষায় ফেল করে । তার উপর তিন জনেরই দুই মাসের করে বেতনের টাকা বকেয়া আছে । এখন আমার <Gender> কি ওই টাকা আনতে তাদের বাসায় যাবে । ? সাজেশন চাই,আমার এক <Gender> তিনজন এস এস সি পরীক্ষার্থীকে পড়াতো । দূর্ভাগ্যবশত তিনজনই পরীক্ষায় ফেল করে । তার উপর তিন জনেরই দুই মাসের করে বেতনের টাকা বকেয়া আছে । এখন আমার <Gender> কি ওই টাকা আনতে তাদের বাসায় যাবে । ? সাজেশন চাই,1
মমতার মা এই সন্তানের প্রোপিক দেখলে নিশ্চিত ত্যাজ্যমেয়ে ঘোষনা করবে । মানবতার মায়ে যখন তাহাজ্জুদ পরে তখন মেয়ে থাকে ক্লাবে ।,নয়ন  বাবা এই  সন্ত ানের প্রোপিক দেখলে নিশ্চিত ত্যাজ্যমেয়ে ঘোষনা করবে  ।  মানবতার বাপে যখন তাহাজ্জুদ পরে তখন ছেলে থাকে ক্লাবে  ।,1,1,মমতার <Gender> এই সন্তানের প্রোপিক দেখলে নিশ্চিত ত্যাজ্যমেয়ে ঘোষনা করবে । মানবতার মায়ে যখন তাহাজ্জুদ পরে তখন <Gender> থাকে ক্লাবে ।,নয়ন <Gender> এই সন্ত ানের প্রোপিক দেখলে নিশ্চিত ত্যাজ্যমেয়ে ঘোষনা করবে । মানবতার বাপে যখন তাহাজ্জুদ পরে তখন <Gender> থাকে ক্লাবে ।,<Name> <Gender> এই <Name> <Name> প্রোপিক দেখলে নিশ্চিত ত্যাজ্যমেয়ে ঘোষনা করবে । মানবতার <Name> যখন তাহাজ্জুদ পরে তখন <Gender> থাকে ক্লাবে ।,1
এ আবার কোন জাতের লিঙ্গ তোমার জ্বিন এই লিঙ্গের নামতো হাটে বাজারে টিভিতে দেখি নাই ।,এ আবার কোন জাতের লিঙ্গ তোমার পরী এই লিঙ্গের নামতো হাটে বাজারে টিভিতে দেখি নাই।,1,1,এ আবার কোন জাতের লিঙ্গ তোমার <Gender> এই লিঙ্গের নামতো হাটে বাজারে টিভিতে দেখি নাই ।,এ আবার কোন জাতের লিঙ্গ তোমার <Gender> এই লিঙ্গের নামতো হাটে বাজারে টিভিতে দেখি নাই।,এ আবার কোন জাতের লিঙ্গ তোমার <Gender> এই লিঙ্গের নামতো হাটে বাজারে টিভিতে দেখি <Name>,1
পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল পাগল অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে পাগলা গারদে যেতে হবে ।,পাগলের স্থান পাগলাগারদে  ।  রাস্তায় রাস্তায় একদল পাগলিনী অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয়  ।  দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক  ।  নইলে পাগলা গারদে যেতে হবে  ।,1,1,পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল <Gender> অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে <Gender> গারদে যেতে হবে ।,পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল <Gender> অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে <Gender> গারদে যেতে হবে ।,পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল <Gender> অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে <Gender> গারদে যেতে হবে ।,1
পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল পাগল অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে পাগলা গারদে যেতে হবে ।,পাগলের স্থান পাগলাগারদে  ।  রাস্তায় রাস্তায় একদল পাগলী অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয়  ।  দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক  ।  নইলে পাগলা গারদে যেতে হবে  ।,1,1,পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল <Gender> অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে <Gender> গারদে যেতে হবে ।,পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল <Gender> অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে <Gender> গারদে যেতে হবে ।,পাগলের স্থান পাগলাগারদে । রাস্তায় রাস্তায় একদল <Gender> অযথাই সাধারণ পথচারীদের দিকে ইটের টুকরা হাতে তেড়ে আসে মুখ ভেচকি মারে অকথ্য ভাষায় গালাগাল দেয় । দ্রুত আপনার মনের পাগলামী রোগ সেরে যাক । নইলে <Gender> গারদে যেতে হবে ।,1
বুঝলাম । ধ্রুবতারায় যেমন নায়ক ছিল ধ্রুব আর নায়িকা ছিল তারা ঠিক তেমনি ধুলোকণাতে নায়ক হবে ধুলো আর নায়িকা হবে কণা।,বুঝলাম  ।  ধ্রুবতারায় যেমন নায়িকা ছিল ধ্রুব আর নায়িকা ছিল তারা ঠিক তেমনি ধুলোকণাতে নায়ক হবে ধুলো আর নায়িকা হবে কণা ।,1,1,বুঝলাম । ধ্রুবতারায় যেমন <Gender> ছিল ধ্রুব আর নায়িকা ছিল তারা ঠিক তেমনি ধুলোকণাতে নায়ক হবে ধুলো আর নায়িকা হবে কণা।,বুঝলাম । ধ্রুবতারায় যেমন <Gender> ছিল ধ্রুব আর নায়িকা ছিল তারা ঠিক তেমনি ধুলোকণাতে নায়ক হবে ধুলো আর নায়িকা হবে কণা ।,বুঝলাম । ধ্রুবতারায় যেমন <Gender> ছিল ধ্রুব আর নায়িকা ছিল তারা ঠিক তেমনি ধুলো<Name>তে নায়ক হবে ধুলো আর নায়িকা হবে <Name> ।,1
রাকিব ভাই আজকে আমার ছোট বোনের গেঞ্জি কপি করে পড়ছে । কপি রাইট আইনে রাকিব ভাইয়ের নামে মামলা হবে ।,জোহরা  আফা আজকে আমার ছোট ভাইয়ের গেঞ্জি কপি করে পড়ছে  ।  কপি রাইট আইনে  জোহরা  বোনের নামে মামলা হবে  ।,1,1,রাকিব <Gender> আজকে আমার ছোট বোনের গেঞ্জি কপি করে পড়ছে । কপি রাইট আইনে রাকিব ভাইয়ের নামে মামলা হবে ।,জোহরা <Gender> আজকে আমার ছোট ভাইয়ের গেঞ্জি কপি করে পড়ছে । কপি রাইট আইনে জোহরা বোনের নামে মামলা হবে ।,<Name> <Gender> আজকে আমার ছোট ভাইয়ের গেঞ্জি কপি করে পড়ছে । কপি রাইট আইনে <Name> বোনের নামে মামলা হবে ।,1
কিং অব মাল্টিপ্লাগ !,কুইন অব মাল্টিপ্লাগ !,1,1,<Gender> অব মাল্টিপ্লাগ !,<Gender> অব মাল্টিপ্লাগ !,<Gender> অব মাল্টিপ্লাগ !,1
গুরু তোরে গুনাতেই ধরে না আবার ভাই মারাইবো ।,গুরু মা তোরে গুনাতেই ধরে না আবার আফা মারাইবো  ।,1,1,<Gender> তোরে গুনাতেই ধরে না আবার <Gender> মারাইবো ।,<Gender> <Gender> তোরে গুনাতেই ধরে না আবার <Gender> মারাইবো ।,<Gender> <Gender> তোরে গুনাতেই ধরে না আবার <Gender> মারাইবো ।,1
প্রতিদিন ডেট ওভার গাঞ্জা খাওয়ার কি দরকার ভাই । মাঝে মাঝে এক্টু ডেট দেইখাও খাইও ভাই ।,প্রতিদিন ডেট ওভার গাঞ্জা খাওয়ার কি দরকার ভাবী  ।  মাঝে মাঝে এক্টু ডেট দেইখাও খাইও ভাবী  ।,1,1,প্রতিদিন ডেট ওভার গাঞ্জা খাওয়ার কি দরকার <Gender> । মাঝে মাঝে এক্টু ডেট দেইখাও খাইও <Gender> ।,প্রতিদিন ডেট ওভার গাঞ্জা খাওয়ার কি দরকার <Gender> । মাঝে মাঝে এক্টু ডেট দেইখাও খাইও <Gender> ।,প্রতিদিন ডেট ওভার গাঞ্জা খাওয়ার কি দরকার <Gender> । মাঝে মাঝে এক্টু ডেট দেইখাও খাইও <Gender> ।,1
ভাবছিলাম তোমারে আজ নিবো নাহ । কিন্তু তুমিতো মিয়া পোস্ট দিয়ে দিছো দিলা তো চিন্তায় ফেলা এখন ।,ভাবছিলাম তোমারে আজ নিবো নাহ  ।  কিন্তু তুমিতো বিবি পোস্ট দিয়ে দিছো দিলা তো চিন্তায় ফেলা এখন  ।,1,1,ভাবছিলাম তোমারে আজ নিবো নাহ । কিন্তু তুমিতো <Gender> পোস্ট দিয়ে দিছো দিলা তো চিন্তায় ফেলা এখন ।,ভাবছিলাম তোমারে আজ নিবো নাহ । কিন্তু তুমিতো <Gender> পোস্ট দিয়ে দিছো দিলা তো চিন্তায় ফেলা এখন ।,ভাবছিলাম তোমারে আজ নিবো নাহ । কিন্তু তুমিতো <Gender> পোস্ট দিয়ে দিছো দিলা তো চিন্তায় ফেলা এখন ।,1
বাংলাদেশ থেকে কনে নেওয়ার আশ্বাস দিয়েছে আবেদনের জন্য বাংলাদেশি সুন্দরীরা রেডি থাকো ।,বাংলাদেশ থেকে বর নেওয়ার আশ্বাস দিয়েছে আবেদনের জন্য বাংলাদেশি সুন্দরীরা রেডি থাকো  ।,1,1,বাংলাদেশ থেকে <Gender> নেওয়ার আশ্বাস দিয়েছে আবেদনের জন্য বাংলাদেশি সুন্দরীরা রেডি থাকো ।,বাংলাদেশ থেকে <Gender> নেওয়ার আশ্বাস দিয়েছে আবেদনের জন্য বাংলাদেশি সুন্দরীরা রেডি থাকো ।,বাংলাদেশ থেকে <Gender> নেওয়ার আশ্বাস দিয়েছে আবেদনের জন্য বাংলাদেশি সুন্দরীরা রেডি থাকো ।,0
ভাই এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,আফা এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,1,1,<Gender> এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,<Gender> এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,<Gender> এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,1
ভাই এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,ভাবী এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,1,1,<Gender> এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,<Gender> এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,<Gender> এমন একটা উন্নত দেশের নাম বলেন তো যেখানে রাস্তার মাঝখানে দাঁড়িয়ে অর্ধেক রাস্তা বন্ধ করে গাড়ির স্পিড মাপা হয় !,1
আকাশ ক্যামনে পাঠায় ভাই আমারেও একটু পাঠায় দিস ।,আকাশ ক্যামনে পাঠায় আফা আমারেও একটু পাঠায় দিস  ।,1,1,আকাশ ক্যামনে পাঠায় <Gender> আমারেও একটু পাঠায় দিস ।,আকাশ ক্যামনে পাঠায় <Gender> আমারেও একটু পাঠায় দিস ।,আকাশ ক্যামনে পাঠায় <Gender> আমারেও একটু পাঠায় দিস ।,1
আকাশ ক্যামনে পাঠায় ভাই আমারেও একটু পাঠায় দিস ।,আকাশ ক্যামনে পাঠায় ভাবী আমারেও একটু পাঠায় দিস  ।,1,1,আকাশ ক্যামনে পাঠায় <Gender> আমারেও একটু পাঠায় দিস ।,আকাশ ক্যামনে পাঠায় <Gender> আমারেও একটু পাঠায় দিস ।,আকাশ ক্যামনে পাঠায় <Gender> আমারেও একটু পাঠায় দিস ।,1
পুরাতন বাবা কেডা তাইলে ?,পুরাতন মা কেডা তাইলে ?,1,1,পুরাতন <Gender> কেডা তাইলে ?,পুরাতন <Gender> কেডা তাইলে ?,পুরাতন <Gender> কেডা তাইলে ?,1
গ্রামের চাচাতো বোন যখন প্রথম দুবাই যায়।,গ্রামের চাচাতো ভাই যখন প্রথম দুবাই যায় ।,1,1,গ্রামের চাচাতো <Gender> যখন প্রথম দুবাই যায়।,গ্রামের চাচাতো <Gender> যখন প্রথম দুবাই যায় ।,গ্রামের চাচাতো <Gender> যখন প্রথম দুবাই <Name> <Name>,1
জনক এখন একটু আধটু শাসন করতেছে আরকি ।,জননী এখন একটু আধটু শাসন করতেছে আরকি।,1,1,<Gender> এখন একটু আধটু শাসন করতেছে আরকি ।,<Gender> এখন একটু আধটু শাসন করতেছে আরকি।,<Gender> এখন একটু আধটু শাসন করতেছে <Name>,1
তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের গুরু তুমি এখনো সময় আছে মাসুদ ।,তুমি ভালো হয়ে যাও  মাসুদ  এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না  ।  এসবের নাটের গুরু মা তুমি এখনো সময় আছে  মাসুদ   ।,1,1,তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের <Gender> তুমি এখনো সময় আছে মাসুদ ।,তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের <Gender> <Gender> তুমি এখনো সময় আছে মাসুদ ।,তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের <Gender> <Gender> তুমি এখনো সময় আছে মাসুদ ।,1
তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের গুরু তুমি এখনো সময় আছে মাসুদ ।,তুমি ভালো হয়ে যাও  মাসুদ  এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না  ।  এসবের নাটের গুর্ধী তুমি এখনো সময় আছে  মাসুদ   ।,1,1,তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের <Gender> তুমি এখনো সময় আছে মাসুদ ।,তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের <Gender> তুমি এখনো সময় আছে মাসুদ ।,তুমি ভালো হয়ে যাও মাসুদ এখন আর ভাজা মাছটা উল্টায়ে খাইতে জানো না । এসবের নাটের <Gender> তুমি এখনো সময় আছে মাসুদ ।,1
ইরানের আয়াতুল্লা খুমানী ইজরাইলের নিকট বিড়াল হয়ে গেছে ।,ইরানের আয়াতুল্লা খুমানী ইজরাইলের নিকট বিড়ালী হয়ে গেছে  ।,1,1,ইরানের আয়াতুল্লা খুমানী ইজরাইলের নিকট <Gender> হয়ে গেছে ।,ইরানের আয়াতুল্লা খুমানী ইজরাইলের নিকট <Gender> হয়ে গেছে ।,ইরানের আয়াতুল্লা খুমানী ইজরাইলের নিকট <Gender> হয়ে গেছে ।,1
বলসিলাম না এই দেশে পাগলের সংখ্যা বাড়ছে জরুরি ব্যবস্থা না নিলে পাগল গুলো জম্বির রূপ ধারণ করতে পারে।,বলসিলাম না এই দেশে পাগলের সংখ্যা বাড়ছে জরুরি ব্যবস্থা না নিলে পাগলিনী গুলো জম্বির রূপ ধারণ করতে পারে ।,1,1,বলসিলাম না এই দেশে পাগলের সংখ্যা বাড়ছে জরুরি ব্যবস্থা না নিলে <Gender> গুলো জম্বির রূপ ধারণ করতে পারে।,বলসিলাম না এই দেশে পাগলের সংখ্যা বাড়ছে জরুরি ব্যবস্থা না নিলে <Gender> গুলো জম্বির রূপ ধারণ করতে পারে ।,বলসিলাম না এই দেশে পাগলের সংখ্যা বাড়ছে জরুরি ব্যবস্থা না নিলে <Gender> গুলো জম্বির রূপ ধারণ করতে <Name> <Name>,1
ভাই তোর চিকিৎসা দায়িত্ব আমি নিব ৷ তারপরও উল্টো পাল্টা কথা বলিস না ৷,আফা তোর চিকিৎসা দায়িত্ব আমি নিব ৷ তারপরও উল্টো পাল্টা কথা বলিস না ৷,1,1,<Gender> তোর চিকিৎসা দায়িত্ব আমি নিব ৷ তারপরও উল্টো পাল্টা কথা বলিস না ৷,<Gender> তোর চিকিৎসা দায়িত্ব আমি নিব ৷ তারপরও উল্টো পাল্টা কথা বলিস না ৷,<Gender> তোর চিকিৎসা দায়িত্ব আমি নিব ৷ তারপরও উল্টো পাল্টা কথা বলিস না ৷,1
ভাই এবারের প্যান্টস পড়ে চেইন খুলের রাখার মত লকডাউন নিয়ে কিছু বলেন ।,ভাবী এবারের প্যান্টস পড়ে চেইন খুলের রাখার মত লকডাউন নিয়ে কিছু বলেন  ।,1,1,<Gender> এবারের প্যান্টস পড়ে চেইন খুলের রাখার মত লকডাউন নিয়ে কিছু বলেন ।,<Gender> এবারের প্যান্টস পড়ে চেইন খুলের রাখার মত লকডাউন নিয়ে কিছু বলেন ।,<Gender> এবারের প্যান্টস পড়ে চেইন খুলের রাখার মত লকডাউন নিয়ে কিছু বলেন ।,1
এই ছবি টা দেইখা কিছুক্ষণের জন্য স্মৃতিশক্তি হারিয়ে ফেলেছিলাম । পাশে বসে থাকা আম্মুকে বন্ধু ভেবে বললাম দোস্ত বিড়ির প্যাকেট টা দে তো । এখন আমার স্মৃতি ফিরছে ঠিকই কিন্তু এক কানে শুনতে পারছি না।,এই ছবি টা দেইখা কিছুক্ষণের জন্য স্মৃতিশক্তি হারিয়ে ফেলেছিলাম  ।  পাশে বসে থাকা আম্মুকে বন্ধুপত্নী ভেবে বললাম দোস্ত বিড়ির প্যাকেট টা দে তো  ।  এখন আমার স্মৃতি ফিরছে ঠিকই কিন্তু এক কানে শুনতে পারছি না ।,1,1,এই ছবি টা দেইখা কিছুক্ষণের জন্য স্মৃতিশক্তি হারিয়ে ফেলেছিলাম । পাশে বসে থাকা আম্মুকে <Gender> ভেবে বললাম দোস্ত বিড়ির প্যাকেট টা দে তো । এখন আমার স্মৃতি ফিরছে ঠিকই কিন্তু এক কানে শুনতে পারছি না।,এই ছবি টা দেইখা কিছুক্ষণের জন্য স্মৃতিশক্তি হারিয়ে ফেলেছিলাম । পাশে বসে থাকা আম্মুকে <Gender> ভেবে বললাম দোস্ত বিড়ির প্যাকেট টা দে তো । এখন আমার স্মৃতি ফিরছে ঠিকই কিন্তু এক কানে শুনতে পারছি না ।,এই ছবি টা দেইখা কিছুক্ষণের জন্য স্মৃতিশক্তি হারিয়ে ফেলেছিলাম । পাশে বসে থাকা আম্মুকে <Gender> ভেবে বললাম দোস্ত বিড়ির প্যাকেট টা দে তো । এখন আমার স্মৃতি ফিরছে ঠিকই কিন্তু এক কানে শুনতে পারছি <Name> ।,1
প্রিয় সাকিব আল হাসান আপনি চাইলে আরেকটি বিয়ে করতে পারেন ! আমরা আছি আপনার পাশে ।,প্রিয়া  দুর্গা  আপনি চাইলে আরেকটি বিয়ে করতে পারেন ! আমরা আছি আপনার পাশে  ।,1,1,<Gender> সাকিব আল হাসান আপনি চাইলে আরেকটি বিয়ে করতে পারেন ! আমরা আছি আপনার পাশে ।,<Gender> দুর্গা আপনি চাইলে আরেকটি বিয়ে করতে পারেন ! আমরা আছি আপনার পাশে ।,<Gender> <Name> আপনি চাইলে আরেকটি বিয়ে করতে পারেন ! আমরা আছি আপনার পাশে ।,0
এই দাড়ি ওয়ালা হাফ লেডিস রে গোনায় ধরে কে ? ব্রাজিলের দুই টা খেলোয়াড়ের নাম কইতে দিলে দৌড় দিয়া বউ এর কাছে যাইবোগা আবার ট্রল করে । ভাই তুই কোক খাইয়া উগান্ডার সাপোর্ট কর । তা তে এই জাতীর কিছুই আসে যায় না ।,এই দাড়ি ওয়ালা হাফ লেডিস রে গোনায় ধরে কে ? ব্রাজিলের দুই টা খেলোয়াড়ের নাম কইতে দিলে দৌড় দিয়া জামাই এর কাছে যাইবোগা আবার ট্রল করে  ।  বোন তুই কোক খাইয়া উগান্ডার সাপোর্ট কর  ।  তা তে এই জাতীর কিছুই আসে যায় না  ।,1,1,এই দাড়ি ওয়ালা হাফ <Gender> রে গোনায় ধরে কে ? ব্রাজিলের দুই টা খেলোয়াড়ের নাম কইতে দিলে দৌড় দিয়া <Gender> এর কাছে যাইবোগা আবার ট্রল করে । <Gender> তুই কোক খাইয়া উগান্ডার সাপোর্ট কর । তা তে এই জাতীর কিছুই আসে যায় না ।,এই দাড়ি ওয়ালা হাফ <Gender> রে গোনায় ধরে কে ? ব্রাজিলের দুই টা খেলোয়াড়ের নাম কইতে দিলে দৌড় দিয়া <Gender> এর কাছে যাইবোগা আবার ট্রল করে । <Gender> তুই কোক খাইয়া উগান্ডার সাপোর্ট কর । তা তে এই জাতীর কিছুই আসে যায় না ।,এই দাড়ি ওয়ালা হাফ <Gender> রে গোনায় ধরে কে ? ব্রাজিলের দুই টা খেলোয়াড়ের নাম কইতে দিলে দৌড় দিয়া <Gender> এর কাছে যাইবোগা আবার ট্রল করে । <Gender> তুই কোক খাইয়া উগান্ডার সাপোর্ট কর । তা তে এই জাতীর কিছুই আসে যায় না ।,1
তোমাদের এই ছাগলামী আর পাগলামি দেখলে নিশ্চিত পাগলা গারদে যাইতে হইব।,তোমাদের এই ছাগলামী আর পাগলামি দেখলে নিশ্চিত পাগলি গারদে যাইতে হইব ।,1,1,তোমাদের এই ছাগলামী আর পাগলামি দেখলে নিশ্চিত <Gender> গারদে যাইতে হইব।,তোমাদের এই ছাগলামী আর পাগলামি দেখলে নিশ্চিত <Gender> গারদে যাইতে হইব ।,তোমাদের এই ছাগলামী আর পাগলামি দেখলে নিশ্চিত <Gender> গারদে যাইতে <Name> <Name>,1
ছবিটা চোখে পড়ার পর ভাবলাম আমি আবার কবে থেকে মিয়া খলিফাকে ফলোও করা শুরু করেছি । তারপর ভালো করে খেয়াল করে দেখি এটা ডানা কাটা পরীমনি,ছবিটা চোখে পড়ার পর ভাবলাম আমি আবার কবে থেকে বিবি  ফারহানা  ফলোও করা শুরু করেছি  ।  তারপর ভালো করে খেয়াল করে দেখি এটা ডানা কাটা পরীমনি,1,1,ছবিটা চোখে পড়ার পর ভাবলাম আমি আবার কবে থেকে <Gender> খলিফাকে ফলোও করা শুরু করেছি । তারপর ভালো করে খেয়াল করে দেখি এটা ডানা কাটা পরীমনি,ছবিটা চোখে পড়ার পর ভাবলাম আমি আবার কবে থেকে <Gender> ফারহানা ফলোও করা শুরু করেছি । তারপর ভালো করে খেয়াল করে দেখি এটা ডানা কাটা পরীমনি,ছবিটা চোখে পড়ার পর ভাবলাম আমি আবার কবে থেকে <Gender> <Name> ফলোও করা শুরু করেছি । তারপর ভালো করে খেয়াল করে দেখি এটা ডানা কাটা পরীমনি,1
