male,female,_original_label,test,pred_male_kldm,pred_female_kldm
বাংলাদেশে গরীব লোক না খেয়ে মারা যাচ্ছে আর এই মাগির বাচ্চা দুধ বড় করার জন্য এত টাকা ব্যায় করেছে । তুইত টাইরেক জাহান্নামি হয়ে গেছত। কারন পৃথিবীর সবাইকে জানিয়ে দিলি তোর দুধ বড় করেছ। আবার দেখ আল্লাহ তোমার এই বেপর্দা দুধের ভিতর এমন রোগ দেয় পরে আবার তোমার এই দুধ কাটতে হয় কিনা দেখ।,বাংলাদেশে গরীব মহিলা না খেয়ে মারা যাচ্ছে আর এই মাগির বাচ্চা দুধ বড় করার জন্য এত টাকা ব্যায় করেছে  ।  তুইত টাইরেক  জাহান ্নামি হয়ে গেছত ।  কারন পৃথিবীর সবাইকে জানিয়ে দিলি তোর দুধ বড় করেছ ।  আবার দেখ আল্লাহ তোমার এই বেপর্দা দুধের ভিতর এমন রোগ দেয় পরে আবার তোমার এই দুধ কাটতে হয় কিনা দেখ ।,1,1,1,1
এই সালায় পাগল,এই সালী পাগলিনী,1,1,1,1
নায়ক মানে চাগল,নায়িকা মানে চাগল,1,1,0,0
আসলে ব্যাপারটা হল এখানে গুটি কয় এক নটি এবং নটির দালাল বসেছে যারা কিনা ওদের মত নটি বা বেস্যা খুজতে এরকম পথ বেছে নিয়েছে কিন্তু সেটা তারা খুজে পাচ্ছে না তাদের লাগবো নটি যা ওরা করেতে পারে,আসলে ব্যাপারটা হল এখানে গুটি কয় এক নট এবং নটের দালাল বসেছে যারা কিনা ওদের মত নট বা বেস্যা খুজতে এরকম পথ বেছে নিয়েছে কিন্তু সেটা তারা খুজে পাচ্ছে না তাদের লাগবো নট যা ওরা করেতে পারে,1,1,0,0
কুথায় থেকে এ পাগল ছাগল দরে আনে ছেনাল বুজলাম না।।,কুথায় থেকে এ পাগলী ছাগলী দরে আনে ছেনাল বুজলাম না ।  ।,1,1,1,1
"ভাবতে অভাক লাগে, এক বছর আগে লেংটা হয়ে নাছানাছি করছে, আজ তাই এত বড় হইছে, কি করে হল, নিশ্চয় ছেলেদের হাতে টিপাটিপি করে, এটা বিশ্ব বড় মাইগ্যা হয়েগেছে, হায়রে মহিলা, আল্লাহ পাক তরে কত সুন্দর করে বানাইছে, আর তুই টাকার জন্য দেহ ব্যবসা করতেছো, মুসলিম কী জানিনা, যদি হয়ে থাকো তাহলে আল্লাহকে ভয় কর, মরার পর বুজবে কি অবস্তা হয়, এখনো সময় আছে এগুলা ছাড়,","ভাবতে অভাক লাগে ,  এক বছর আগে লেংটা হয়ে নাছানাছি করছে ,  আজ তাই এত বড় হইছে ,  কি করে হল ,  নিশ্চয় মেয়েদের হাতে টিপাটিপি করে ,  এটা বিশ্ব বড় মাগি হয়েগেছে ,  হায়রে মহিলা ,  আল্লাহ পাক তরে কত সুন্দর করে বানাইছে ,  আর তুই টাকার জন্য দেহ ব্যবসা করতেছো ,  মুসলিম কী জানিনা ,  যদি হয়ে থাকো তাহলে আল্লাহকে ভয় কর ,  মরার পর বুজবে কি অবস্তা হয় ,  এখনো সময় আছে এগুলা ছাড় , ",1,1,1,1
আপু ঢং দেখাইতাছো কেনো এত্তো যে ভাব চুদাইতেছো কেমেরার সামনে,ভাইয়া ঢং দেখাইতাছো কেনো এত্তো যে ভাব চুদাইতেছো কেমেরার সামনে,1,1,1,1
পভা খারাপ ছেলে,পভা খারাপ মেয়ে,1,1,0,0
"জুতা দিয়া পিটাইলে শুধ হবে না মাইগ্যা কনকার ,  ,  ,  এরকম স্বার্থপরদেখিনি","জুতা দিয়া পিটাইলে শুধ হবে না মাগি কনকার,,, এরকম স্বার্থপরদেখিনি",1,1,1,1
চ্যানেল আই এবং এসব আবাল সুদা বিচারক নিয়োগ কি করে দেয় বুঝি না তার কি মাসুদ রানা প্রতিযোগিতা শুরু করছে । না কি সাধারণ মানুষ কি ইনসাল্ট করছে বুঝি না কাতার থেকে দেখছি অনেক দিন ধরে শুনছি কে হবে মাসুদ রানা ।। কিন্তু দেখি অন্য কিছু । এইসব চ্যালেঞ্জ বিরোধে আইনি ব্যবস্থা গ্রহণ করা উচিত ।।,চ্যানেল আই এবং এসব আবালনি সুদা বিচারক নিয়োগ কি করে দেয় বুঝি না তার কি  মাসুদ  রানা প্রতিযোগিতা শুরু করছে  ।  না কি সাধারণ মানুষ কি ইনসাল্ট করছে বুঝি না কাতার থেকে দেখছি অনেক দিন ধরে শুনছি কে হবে  মাসুদ  রানা  ।  ।  কিন্তু দেখি অন্য কিছু  ।  এইসব চ্যালেঞ্জ বিরোধে আইনি ব্যবস্থা গ্রহণ করা উচিত  ।  ।,1,1,1,1
বাংলাদেশের আবারো একটা মাইগ্যা এসেচে তোদের বিচার আল্লাহ্ দেখবি এ দুনিয়াতে করবে,বাংলাদেশের আবারো একটা মাগি এসেচে তোদের বিচার আল্লাহ্ দেখবি এ দুনিয়াতে করবে,1,1,1,1
বিচারক ভাই মাসুদ রানা র কি ধোন টা বড় ছিল। যা ওদের নাই। সালার পাগল চোদন বিচারক 🖕,বিচারক আফা  সুনন্দা  র কি ধোন টা বড় ছিল ।  যা ওদের নাই ।  সালীর পাগলী চোদন বিচারক 🖕,1,1,1,1
বিচারক ভাই মাসুদ রানা র কি ধোন টা বড় ছিল। যা ওদের নাই। সালার পাগল চোদন বিচারক 🖕,বিচারক ভাবী  লক্ষী  র কি ধোন টা বড় ছিল ।  যা ওদের নাই ।  সালীর পাগলী চোদন বিচারক 🖕,1,1,1,1
"আবাল নায়ক, নিলয়  ভাইয়ার জন্য ছবি টা দেখতেছি, আগের কোন নায়ক হলেও তো ভালো লাগতো যেমন, রিয়াজ , আমিন খান , বা অন্ন কেও, আর এটা কি নায়ক, অভিনয় ঠিক মতো পারে না😠, কই শাবনুর আর কই এই নায়ক😒😒","আবালনি নায়িকা , শাবনুর আপুর   জন্য ছবি টা দেখতেছি ,  আগের কোন নায়িকা হলেও তো ভালো লাগতো যেমন ,  রিয়াজ  ,   শিব   ,  বা অন্ন কেও ,  আর এটা কি নায়িকা ,  অভিনয় ঠিক মতো পারে না😠 ,  কই  নিলয়  আর কই এই নায়িকা😒😒",1,1,1,0
মাইগ্যা তরে গিয়া লাগাতে চাই,মাগি তরে গিয়া লাগাতে চাই,1,1,1,1
আর পাসে জে পুরুষ এগুলো পুরুষ নয় এগুলো হিজলা,আর পাসে জে মহিলা এগুলো মগিলা নয় এগুলো হিজলা,1,1,0,0
আর পাসে জে লোক এগুলো লোক নয় এগুলো হিজলা,আর পাসে জে মহিলা এগুলো মগিলা নয় এগুলো হিজলা,1,1,0,0
"পরিচারক কুত্তার বাচ্চা মুনাজাত নিয়ে মঝা করছ,, ধর্মীয় বিষয় নিয়ে মঝা করা ঠিক না.!!","পরিচারিকা কুত্তার বাচ্চা মুনাজাত নিয়ে মঝা করছ ,  ,  ধর্মীয় বিষয় নিয়ে মঝা করা ঠিক না . !!",1,1,1,1
ওই ব্যাটা  সবাই কে চোদা দে।তোর খুব শখ,ওই বেটি সবাই কে চোদা দে । তোর খুব শখ,1,1,1,1
নাটকের পরিচালক একটা পাগল কই থেকে আসে এই সব লোক ফালতু সব,নাটকের পরিচালিকা একটা পাগলী কই থেকে আসে এই সব স্ত্রীলোক ফালতু সব,1,1,0,1
নাটকের পরিচালক একটা পাগল কই থেকে আসে এই সব লোক ফালতু সব,নাটকের পরিচালিকা একটা পাগলিনী কই থেকে আসে এই সব মহিলা ফালতু সব,1,1,0,1
ওই খানকির পোলাকে আমার কাছে পাঠাই দাও আমি ওকে হিরো বানামু,ওই খানকির মাইয়্যাকে আমার কাছে পাঠাই দাও আমি ওকে হিরোইন বানামু,1,1,1,1
বুড়া মাইগ্যা,বুড়ি মাগী,1,1,1,1
আমি তোকে এক রাত চোদতে চাই কারন তোর রেট কতো বল মাইগ্যা একানে আসে ইসলাম সিকাও মাইগ্যা ❌❌❌❌ 🌶🌽🍌 তুই পাম্পে জাইয়া তেলনে মাইগ্যা,আমি তোকে এক রাত চোদতে চাই কারন তোর রেট কতো বল মাগি একানে আসে ইসলাম সিকাও মাগি ❌❌❌❌ 🌶🌽🍌 তুই পাম্পে জাইয়া তেলনে মাগি,1,1,1,1
মাগা মাগিদের কাছে পাইলে জুতা দিয়ে পিটা তাম! ভাই তোদের কাছে একটা পিস্তল আছে থাকলে একটা দেয়!,মাগা মাগিদের কাছে পাইলে জুতা দিয়ে পিটা তাম! ভাবী তোদের কাছে একটা পিস্তল আছে থাকলে একটা দেয়!,1,1,1,1
বেসার পুলা মাইগ্যা ,বেসার মেয়া মাগি ,1,1,1,1
ও একন মাইগ্যা হয়ে গেসে,ও একন মাগি হয়ে গেসে,1,1,1,1
এখানে যে দুইটা মাইগ্যা আছে ঐ দুই টারে ডিসি সাবের কাছে পাঠিয়েদেন জামালপোর,এখানে যে দুইটা মাগি আছে ঐ দুই টারে ডিসি মেমের কাছে পাঠিয়েদেন জামালপোর,1,1,1,1
পাগল পরিচালক,পাগলিনী পরিচালিকা,1,1,1,1
পাগল পরিচালক,পাগলী পরিচালিকা,1,1,1,1
বিচারক নামে যা মাইগ্যা আর মোদারচোদ।বসলো ওই গুলাকে জুতা মরা দরকার,বিচারক নামে যা মাগি আর মোদারচোদ । বসলো ওই গুলাকে জুতা মরা দরকার,1,1,1,1
তর ফেমেলির সব বেস্যা না হয় তুও এত বড় মাইগ্যা হলি কি করে ।,তর ফেমেলির সব বেস্যা না হয় তুও এত বড় মাগি হলি কি করে।,1,1,1,1
আবালের মাইরে বাপ এ কেমন জাজড রে ভাই,আবালনীর বাপরে মা এ কেমন জাজড রে আফা,1,1,1,1
সানিতা আর সানিলিয়ন এর মাঝে কোন পার্থক্য নাই আস্তা একটা মাইগ্যা হবে ।,সানিতা আর সানিলিয়ন এর মাঝে কোন পার্থক্য নাই আস্তা একটা মাগি হবে।,1,1,1,1
বাংলার শ্রেষ্ঠ মাগি  নাজিরুল,বাংলার শ্রেষ্ঠ মাগি সানাই ,1,1,1,1
ব্যাশা দের বাবু হয় বর হয় না,ব্যাশা দের বাবু হয় বধূ হয় না,1,1,0,0
বিচারক সব কয়টা কুত্তার বাচ্চা কুত্তার জর্ম্না তা না হলে এমন করে কথা বলতো না আরেকটা জংলী শালা মাদার চোদ নিজের দিকে তাকা আগে জংলী,বিচারক সব কয়টা কুত্তার বাচ্চা কুত্তার জর্ম্না তা না হলে এমন করে কথা বলতো না আরেকটা জংলী শালী মাদার চোদ নিজের দিকে তাকা আগে জংলী,1,1,1,1
এসব সব বড় বড় মাইগ্যা,এসব সব বড় বড় মাগি,1,1,1,1
ছেলেদের যেভাবে অপমান করছে।।আমি জাজদের চুদি,মেয়েদের যেভাবে অপমান করছে ।  । আমি জাজদের চুদি,1,1,1,1
শালা জংলি সে নাকি এসেছে বিচারক হতে আবার নাকি সে নাটক নির্মাতা তাকে জুতা মারা উচিত্ জংলি জানোয়ার কে বিচারক বানিয়েছে,শালী জংলি সে নাকি এসেছে বিচারক হতে আবার নাকি সে নাটক নির্মাতা তাকে জুতা মারা উচিত্ জংলি জানোয়ার কে বিচারক বানিয়েছে,1,1,1,1
এই শাউয়া দুইটা সৌভিক আর জাকি এই হ্যাডার পোলা গোরে কেন এই ধরনের নাটকে নেই আল্লাহ জানে,এই শাউয়া দুইটা সৌভিক আর জাকি এই হ্যাডার মেয়া গোরে কেন এই ধরনের নাটকে নেই আল্লাহ জানে,1,1,1,1
খাংকির পোলারে কুত্তা দিয়া চোদা,খাংকির মাইয়ারে কুত্তা দিয়া চোদা,1,1,1,1
এই বিচারক কে তার বাবা শুদ্ধভাবে জন্ম দেয়নি,এই বিচারক কে তার মা শুদ্ধভাবে জন্ম দেয়নি,1,1,0,0
বাংলাদেশি বালকামা এই জজদের জন্য আজকে আমাদের বাংলার হিরো সাইমন ছাড়া আর কেউ নেই এই শালা কুত্তার বাচ্চাদের জুতাপেটা করা হোক কে কে আমার সাথে আছেন হাত তুলুন 🖐️,বাংলাদেশি বালকামা এই জজদের জন্য আজকে আমাদের বাংলার হিরোইন  তপতী  ছাড়া আর কেউ নেই এই শালী কুত্তার বাচ্চাদের জুতাপেটা করা হোক কে কে আমার সাথে আছেন হাত তুলুন 🖐️,1,1,1,1
ছেলেদের মানসম্মান শেষ করে দিলো মাইগ্যা ।,মেয়েদের মানসম্মান শেষ করে দিলো মাগি।,1,1,1,1
বালের পরিচালক,বালের পরিচালিকা,1,1,1,1
ভাই তোর গান শুনে আমার ডাইরিয়া হোয়ে গেছে 🤢🤢 তুই কার কাছ থেকে গান শিকছচ ক একবার ?? তুই বাঙ্গালিরে অপমান করছচ😤😤কুত্তার মতো চিল্লালেই কি গান হয় গান হলো মোনকে আকৃষ্ট করার জিনিষ তোর এডা কি??😡😡,বোন তোর গান শুনে আমার ডাইরিয়া হোয়ে গেছে 🤢🤢 তুই কার কাছ থেকে গান শিকছচ ক একবার ?? তুই বাঙ্গালিরে অপমান করছচ😤😤কুত্তার মতো চিল্লালেই কি গান হয় গান হলো মোনকে আকৃষ্ট করার জিনিষ তোর এডা কি??😡😡,1,1,1,1
ভাই আপু কয়বার চুদে পাগিয়ে পেলছেন,আফা ভাইয়া কয়বার চুদে পাগিয়ে পেলছেন,1,1,1,1
ভাই আপু কয়বার চুদে পাগিয়ে পেলছেন,বোন ভাইয়া কয়বার চুদে পাগিয়ে পেলছেন,1,1,1,1
"বাল বানাই ছে সালা নকল বাজ, অনেক পিছনে রয়েই গেলা।","বাল বানাই ছে সালী নকল বাজ ,  অনেক পিছনে রয়েই গেলা । ",1,1,1,1
তোদের কি কোন কাম নাই সালার পুত একটা মাইগ্যা নিয়ে সামনে আছদ,তোদের কি কোন কাম নাই সালীর মাইয়া একটা মাগি নিয়ে সামনে আছদ,1,1,1,1
আতিকুর  ভাইয়া আই লাব ইউ  আতিকুর  ভাইয়া আর রিতু একটা মাইগ্যা,মৌসুমি আপু আই লাব ইউ মৌসুমি আপু আর রিতু একটা মাগি,1,1,1,1
ভাবছিলাম আমিন খান নায়ক<br />বাংলাদেশ আবাল দিয়া বইরা গেছে।<br />বুঝে-না বাল ও আমিন খানরে দিছে সাইড নায়ক আবাল রে দিছে মেইন নায়ক তোগর ছবি দেখবো বাল<br />আমিন ভাই এই বাল মার্কা ছবি কিসের জন্য করে তাই তো বুঝিনা।<br />টামিল এ ছবি বানায় ৬০ বছরের নায়করা আর আমিন ভাইয়ের তো বয়স ৪৭-৪৮তাহলে সে এই বাল মার্কা ছবি কেনো করে।,ভাবছিলাম  সাবিত্রী  নায়িকা<br />বাংলাদেশ আবালনি দিয়া বইরা গেছে । <br />বুঝে-না বাল ও  সাবিত্রী  রে দিছে সাইড নায়িকা আবালনি রে দিছে মেইন নায়িকা তোগর ছবি দেখবো বাল<br /> নাজনিন  বোন এই বাল মার্কা ছবি কিসের জন্য করে তাই তো বুঝিনা । <br />টামিল এ ছবি বানায় ৬০ বছরের নায়িকারা আর  নাজনিন  বোনের তো বয়স ৪৭-৪৮তাহলে সে এই বাল মার্কা ছবি কেনো করে ।,1,1,1,1
"পরিচারক গানজা খায়ছে, মান্না ভাই আর কই জেসমিন , শালা পুরাই গানজা খায়ছে,,এই কারনে বাংলা মিভি দেখি না","পরিচারিকা গানজা খায়ছে ,   বিনিতা  আফা আর কই জেসমিন  ,  শালী পুরাই গানজা খায়ছে ,  , এই কারনে বাংলা মিভি দেখি না",1,1,1,1
"পরিচারক গানজা খায়ছে,মান্না ভাই আর কই জেসমিন, শালা পুরাই গানজা খায়ছে,,এই কারনে বাংলা মিভি দেখি না","পরিচারিকা গানজা খায়ছে ,   সুনন্দা  বোন আর কই জেসমিন  ,  শালী পুরাই গানজা খায়ছে ,  , এই কারনে বাংলা মিভি দেখি না",1,1,1,1
বিচারক দুইটাকে জুতা দিয়া পিডাইলে জুতার অপমান হবে। আর একটি খানকি মাইগ্যা আছে কাষ্টমার বারানোর জন্য দেখায়।,বিচারক দুইটাকে জুতা দিয়া পিডাইলে জুতার অপমান হবে ।  আর একটি খানকি মাগি আছে কাষ্টমার বারানোর জন্য দেখায় ।,1,1,1,1
বানচোদ শালা জাজমেন,বানচোদ শালী জাজমেন,1,1,1,1
এই মাইগ্যার কাহিনি দেখে এখন নিজেকে নিয়ে ই লজ্জা লাগে ।  আমিও জে একটা ছেলে বলতে খুব খারাপ লাগে,এই মাগীর কাহিনি দেখে এখন নিজেকে নিয়ে ই লজ্জা লাগে। আমিও জে একটা মেয়ে বলতে খুব খারাপ লাগে,1,1,1,1
বিচারকের মাকে চুদি সালাদের রিস্কা চালানোর যোগ্যতা নাই মাগী গুলারে আনছে বিচারক হিসাবে যে মুসলিম সে কখনো নাটক বা মুভী করেনা জায় সব মাগীগুলা আর ছেলেগুলা জারা আছে এক একটি রিস্কা আলার ছেলে হবার ও যোগ্যতা নাই ভাবতেই অবাগ লাগে এরা আবার বিচারক জতসব খ্যাত থাইকা উইঠা আসছে মাদার চোদেরা তোরাই মাসুদরানা হ আমরা দেখি তোদের চুদাচুদি মিডিয়ায় গেছোস ই তো পরিচালোকের চুদা খেয়ে,বিচারকের বাপকে চুদি সালীদের রিস্কা চালানোর যোগ্যতা নাই মাগি গুলারে আনছে বিচারক হিসাবে যে মুসলিম সে কখনো নাটক বা মুভী করেনা জায় সব মাগিগুলা আর মেয়েগুলা জারা আছে এক একটি রিস্কা আলার মেয়ে হবার ও যোগ্যতা নাই ভাবতেই অবাগ লাগে এরা আবার বিচারক জতসব খ্যাত থাইকা উইঠা আসছে মাদার চোদেরা তোরাই  মাসুদ রানা হ আমরা দেখি তোদের চুদাচুদি মিডিয়ায় গেছোস ই তো পরিচালিকার চুদা খেয়ে,1,1,1,1
নটির বাচ্চা পরিচালক বেগ্রাউন্ট সাউন্ড কম দিলে কি হতো রে আবাল!?,নটের বাচ্চা পরিচালিকা বেগ্রাউন্ট সাউন্ড কম দিলে কি হতো রে আবালনি!?,1,1,1,1
"সবাই কমেন্ট দেখে আমার মাথা চুদেনা কি কমু ,  ,  , কারন শিশু শিল্প আজ এই অবস্তা কেনো সেটা কি আর বলা লাগে ,  ,  , আসলে মাইগ্যা মজা বুইজা গেছে তাই এই অবস্তা আরকি","সবাই কমেন্ট দেখে আমার মাথা চুদেনা কি কমু,,,কারন শিশু শিল্প আজ এই অবস্তা কেনো সেটা কি আর বলা লাগে,,,আসলে মাগি মজা বুইজা গেছে তাই এই অবস্তা আরকি",1,1,1,1
 মাইগ্যারে বুড়া বুড়া লাগে খানকি মাইগ্যা,মাগিরে বুড়ি বুড়ি লাগে খানকি মাগি,1,1,1,1
মান্না ভাই সত্যি ওয়ান পিছ ছিলেন।কিন্তু হিজরা শাকিব হিজরাই রয়ে গেল।,দুর্গা  বোন সত্যি ওয়ান পিছ ছিলেন । কিন্তু হিজরা শাকিব হিজরাই রয়ে গেল ।,1,1,1,1
এই হল বিশ্য মাইগ্যা,এই হল বিশ্য মাগি,1,1,1,1
আরে পাগল তুই হিরো আলমের নাম বললি কেন হিরো আলম তো একটা পাগল।,আরে পাগলী তুই  সন্ত ের নাম বললি কেন  সন্ত  তো একটা পাগলী ।,1,1,1,1
কেনো আপু ভাবি আন্টি<br /> খালা মামিবোন সেক্স করলে আসো <br />ভোদা চুষে লাল করে দেবো আমার ইমু নাম্বার +966537539937,কেনো ভাইয়া ভাই আঙ্কেল<br /> খালু মামাভাই সেক্স করলে আসো <br />ভোদা চুষে লাল করে দেবো আমার ইমু নাম্বার +966537539937,1,1,1,1
মাইগ্যা তুই আবার দেশের জন্য কি বাল ফালাইছিস দুধু ফুলিয়ে দেখাইলেই কি দেশপ্রেম হয়,মাগি তুই আবার দেশের জন্য কি বাল ফালাইছিস দুধু ফুলিয়ে দেখাইলেই কি দেশপ্রেম হয়,1,1,1,1
ভাই সোনা রানা ।,ভাবী সোনা রানা  ।,1,1,0,0
"আবালদের কমেন্ট পড়ে না হেসে পারলাম!আবাল আবুলের বাচছারাধর্ম নিয়ে তোদের এত চুলখানি!তা হলে ফেসবুক নাটক সিনেমা দেখছ কেন!সব কিচুতে ধর্মের চুলখানি,আবুলের বাচছা আবাল রা।","আবালনিদের কমেন্ট পড়ে না হেসে পারলাম!আবালনি আবুলের বাচছারাধর্ম নিয়ে তোদের এত চুলখানি!তা হলে ফেসবুক নাটক সিনেমা দেখছ কেন!সব কিচুতে ধর্মের চুলখানি , আবুলের বাচছা আবালনি রা । ",1,1,1,1
এই  নাফিস  মাইগ্যা তর ফুন কিলা মুটা নি,এই সানাই মাগি তর ফুন কিলা মুটা নি,1,1,1,1
মিথিলা কে বাংলাদেশে ডুকতে দেওয়া হবে না কারণ সে খোটা মুসলিম জাতির কলংক হিংদু কে বিয়ে করচে সে একটা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা মাইগ্যা,মিথিলা কে বাংলাদেশে ডুকতে দেওয়া হবে না কারণ সে খোটা মুসলিম জাতির কলংক হিংদু কে বিয়ে করচে সে একটা মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি,1,1,1,1
হুম  প্রতীক  ছেলে টা সৃজিত এর পাছা দিয়ে বের হয়েছে তো তাই,হুম মিথিলার মেয়ে টা সৃজিত এর পাছা দিয়ে বের হয়েছে তো তাই,1,1,1,1
শালা উচ্চারণ টিক করতে বলছ নিজের টা টিক করে আয় গো হুম মানে কি শালা মুর্খ,শালী উচ্চারণ টিক করতে বলছ নিজের টা টিক করে আয় গো হুম মানে কি শালী মুর্খা,1,1,1,1
বলদ মার্কা পরিচালক।,বলদি মার্কা পরিচালিকা ।,1,1,0,0
আমি হলে জুতা ছুরে মারতাম ওদের পিছুনে মাসুদ রানা দেখা বয়েই গেছে হারামজাদা ব্যবহারে এত নোংরা,আমি হলে জুতা ছুরে মারতাম ওদের পিছুনে  মাসুদ  রানা দেখা বয়েই গেছে হারামজাদী ব্যবহারে এত নোংরা,1,1,1,1
বাজ‌ে মম ফার‌িয়া অার পাগলা ভ‌েড়া অায়না দ‌িয়ে ত‌োগ‌োচে‌হারা দেখ,বাজ‌ে মম ফার‌িয়া অার পাগলি ভ‌েড়া অায়না দ‌িয়ে ত‌োগ‌োচে‌হারা দেখ,1,1,1,1
এসব ছাগল বিচারকের জন্য দেশে শিল্পী তৈরি হয় না।,এসব ছাগল বিচারকের জন্য দেশে নারী শিল্পী তৈরি হয় না ।,1,1,1,1
একলা একলা তোরমার বোদাদেখবো সালা মাদারচুদ,একলা একলা তোরমার বোদাদেখবো সালী মাদারচুদ,1,1,1,1
এরকম বলদ নায়িকা বাংলাদেশে কেমনে থকে ওর মানুষিক রোগের ডাক্তার দেখানো দরকার,এরকম বলদ নায়ক বাংলাদেশে কেমনে থকে ওর মানুষিক রোগের ডাক্তারনী দেখানো দরকার,1,1,1,1
মাইগ্যার বাচছা মাইগ্যা,মাগির বাচছা মাগি,1,1,1,1
বৌ এর দুধ এর চাপায় জামাই নিহত ।😅😄😃😂😁,স্বামী এর দুধ এর চাপায় স্ত্রী নিহত  । 😅😄😃😂😁,1,1,1,1
বলদ চোদা জাজেস গুলোরে ধরে জুতা খুলে মারা উচিত। মিডিয়া মাদারচোদ খানকির পোলা গো এই বাল ছাল সো প্রোডিউস না করে এর চেয়ে চোদা চুদির ভিডিও প্রোডিউস কর খানকির বাচ্চারা। আবার স্টেজে বড় বড় ভাষন চোদাস বাংলা চ্যানেল বাংলাদেশী রা দেখে না কি দেখবে তোদের বাল চোদা সো দেখার টাইম নাই এই সো তে জাজ গিরি সো প্রোডিউস না করে এর চেয়ে হোটেলে গিয়ে মেরে আই তারপর ও আমাদের জালাস না।,বলদি চোদা জাজেস গুলোরে ধরে জুতা খুলে মারা উচিত ।  মিডিয়া মাদারচোদ খানকির মাইয়া গো এই বাল ছাল সো প্রোডিউস না করে এর চেয়ে চোদা চুদির ভিডিও প্রোডিউস কর খানকির বাচ্চারা ।  আবার স্টেজে বড় বড় ভাষন চোদাস বাংলা চ্যানেল বাংলাদেশী রা দেখে না কি দেখবে তোদের বাল চোদা সো দেখার টাইম নাই এই সো তে জাজ গিরি সো প্রোডিউস না করে এর চেয়ে হোটেলে গিয়ে মেরে আই তারপর ও আমাদের জালাস না ।,1,1,1,1
ভাই মিথিলা কে এই বাজে মেয়েটা কে আমরা কেন এত ভাইরাল করছি,ভাবী  সিমন্তী  কে এই বাজে ছেলেটা কে আমরা কেন এত ভাইরাল করছি,1,1,1,0
নিচ তালা ভাড়া দিয়ে উপরে তালা বড় বানাইছি ।  মাইগ্যা বলে কি,নিচ তালা ভাড়া দিয়ে উপরে তালা বড় বানাইছি। মাগি বলে কি,1,1,1,1
এক পায়ে নূপুর ছবিটির পরিচালক আস্তা একটা আবাল চুদা বিয়াক্কেল কোন কাহিনী ছারা আচুদা একটা মুভি বানাইছে।,এক পায়ে নূপুর ছবিটির পরিচালিকা আস্তা একটা আবালনি চুদা বিয়াক্কেল কোন কাহিনী ছারা আচুদা একটা মুভি বানাইছে ।,1,1,1,1
পরীচালক কি পাগল না ছাগল মানুষ টাকা দিয়া এসব ছবি চাযনা ছবি চায় ময়ূরীর মুনমুননের ছবি চায়,পরীচালিকা কি পাগলিনী না ছাগলী মানুষ টাকা দিয়া এসব ছবি চাযনা ছবি চায় ময়ূরীর মুনমুননের ছবি চায়,1,1,1,1
পরীচালক কি পাগল না ছাগল মানুষ টাকা দিয়া এসব ছবি চাযনা ছবি চায় ময়ূরীর মুনমুননের ছবি চায়,পরীচালিকা কি পাগলী না ছাগলী মানুষ টাকা দিয়া এসব ছবি চাযনা ছবি চায় ময়ূরীর মুনমুননের ছবি চায়,1,1,1,1
বাংলাদেশের এক নাম্বার মাইগ্যা  সে,বাংলাদেশের এক নাম্বার মাগি  সে,1,1,1,1
ফালতু একটা ছেলে,ফালতু একটা মেয়ে,1,1,0,0
জুতা দিয়ে মারো মাইগ্যা কে,জুতা দিয়ে মারো মাগি কে,1,1,1,1
শালা তুই না বিচারক তুর মধ্যে কি আছে মাসুদ রানার হুদাই বাল ছিড়তে লই আইছে তোগরে হেমারচোদা।,শালী তুই না বিচারক তুর মধ্যে কি আছে  মাসুদ  রানার হুদাই বাল ছিড়তে লই আইছে তোগরে হেমারচোদা ।,1,1,1,1
বালের রানা হাওয়ার জন্য এত অপমান ভাই চাকরি করলে কি হয়ে তোমাদের ঐ গুলা ত বিচারক না।,বালের রানা হাওয়ার জন্য এত অপমান ভাবী চাকরি করলে কি হয়ে তোমাদের ঐ গুলা ত বিচারক না ।,1,1,1,1
ঠিক এটাই চাচ্ছিলাম ভাই মনে অনেক ক্ষোভ ছিল এই শাওয়ার জাজদের দের জন্য আপনি তালি বাজায়ে দিছেন আহা!! এখন শান্তি ❤ পাবনা 😎✌,ঠিক এটাই চাচ্ছিলাম ভাবী মনে অনেক ক্ষোভ ছিল এই শাওয়ার জাজদের দের জন্য আপনি তালি বাজায়ে দিছেন আহা!! এখন শান্তি ❤ পাবনা 😎✌,1,1,1,1
বাজারর মাইগ্যা,বাজারর মাগি,1,1,1,1
কি বাল নাচ ছো মাইগ্যা হাহাহাহাহা,কি বাল নাচ ছো মাগি হাহাহাহাহা,1,1,1,1
তরা মনে হয় গাজা বিজায়া খাইছস । দুনিয়াতে কতো ধরনের পাগল দেখমু ।,তরা মনে হয় গাজা বিজায়া খাইছস  ।  দুনিয়াতে কতো ধরনের পাগলিনী দেখমু  ।,1,1,1,1
মম বাংলার মাইগ্যা,মম বাংলার মাগি,1,1,1,1
